Masked Well Name,Fuel Type,Fuel Value,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
Floyd 3H,DGB_CNG,9967.05,8121.390646738203,9190.969243773652,8673.138869556518,7071.6372536022245,8025.815631472094,8824.59500173401,9967.491673792943,7418.279208414687,10241.111393695026,8531.31277248546,8179.005191700833,6409.074349528542,7739.613274549096,8110.243223370389,7806.771029216972,7240.45318023115,8173.419938168308,9547.228416949269,7695.591149408239,8523.783894830518,7500.847928591466,8046.3569331688195,7927.976332618502,9153.488946715404,7718.161244087859,7619.555663585869,6811.10194389356,7020.4017607588685,9413.183902567162,6396.452282630775,10273.46047316652,9209.777912280442,7312.371465974741,9168.534680758166,7362.069612942396,6324.504300787721,7799.108237859711,8874.41228601021,7415.3908497046,7989.512835861245,8885.984884220295,7298.531951924451,7920.22166992572,6380.785368339249,7859.233374454248,9857.496813057409,9089.22622325776,7506.442150688727,9130.291316981173,8621.425786745494,8511.645630253675,8323.021655825383,10984.943043290112,9142.008384992603,8552.497654402818,7645.51401664742,8958.051049722491,9342.903246292512,7675.66701445995,8777.357086492884,8319.040822243802,8268.922829988305,8800.637633582255,7961.1814284304355,10273.944734591923,7405.813146448826,7819.629225993209,9273.927009576424,8274.721038449397,9170.80339386378,7571.053983357277,8404.829733872097,7780.33976573006,9368.318748528229,8581.396233530157,8639.670820443182,7002.823853293805,8515.084247211946,7922.816165974435,6357.470288421975,8099.162031990324,7965.560734669825,7024.077204366717,9445.92940543482,10090.490964057504,8079.434799412533,9638.960407795796,8040.132681946532,10217.759321888794,6848.442062149861,9750.711940288757,9140.063293193623,7617.568994772841,7631.170212595911,9974.514553096473,8250.631933246459,7322.322825228368,8160.350765263111,9186.2233817523,7598.747403368397
Monroe 7H,DGB_CNG,9031.190000000002,7571.092755793958,7344.244760120881,7233.526091079377,6381.426503399498,6149.396397693997,7665.680429130567,6174.787237052458,7570.8151793355555,6950.943655978857,6733.5216859697075,7561.742768801769,6031.647285635589,6297.575013795609,6106.876842393851,5193.394533406175,6939.6507569233845,6992.604216150461,6339.469144461894,6027.942323424597,7449.18494801964,6514.964246472835,6840.224489259083,5526.859810828896,6829.337621968268,6178.73207805911,8217.844220891173,6281.514543706301,5563.574451313011,7906.064054588585,6379.027890435509,6545.8902450545465,6067.007386133234,6772.556160219442,6299.549326302473,5751.4146161880435,5762.293502282396,6354.928717123258,7227.520965985471,7861.496094252069,6001.302216235234,6259.582638773449,6452.930912437002,7164.463845171477,8441.270576458695,7803.509967385568,6949.297649873025,7064.692110194867,6506.24055624183,5801.997310415398,7816.558112079724,5760.589195330161,6086.755660392382,7263.82318857388,6214.302431207922,6105.273460017596,7303.259432035393,7027.3723265946555,8570.373228576853,6124.735433515187,5746.385077068401,6527.431018138983,7235.610206452397,6176.43315503331,6153.791250884745,6827.276940341698,6145.889908246526,5574.498125208807,9434.443782069178,8236.475437468212,8188.886742518896,6296.088657739336,6742.703010184028,6140.0216839844325,6929.216731022026,5978.937858395371,7150.734127533927,5885.105121014635,6587.716485616433,6672.6313806755215,4851.063349319133,6253.6760938426105,5880.833668335008,6849.6087822316085,5869.67144131551,6138.185016010781,7006.756241249865,6218.303458737759,7055.228496794603,7216.989405629619,6294.0406769568535,6926.375145079688,5952.664222088854,7068.294297624419,7212.474603407278,7228.213674082921,7023.518431832503,6224.5283237152835,7486.697523474699,7077.621834822033,5823.18248552118
Blanco 2H,Turbine,9091.460000000005,9524.341005823871,9095.822961417249,8465.766310953442,7602.580585676853,6428.318353013612,7066.98920007625,7472.0021552074995,8563.951288472816,7933.823286901547,8330.264738713817,7542.573500507651,8360.313046145156,7619.395327544373,8322.959592615876,7350.453418093784,7337.51953701778,8356.726452680927,8017.620153251038,7109.381141307096,8147.869980465258,7434.404252278341,8357.692804193772,7259.313935062135,7085.2421501226245,7099.638157178378,8836.617203714794,7521.921567168572,7567.233122362913,6344.027164505811,7577.316907709785,7371.855464517818,7642.264269798794,7404.545267776523,9118.189634548946,7563.635541477304,7226.734422971249,8896.674941627458,9630.928853658632,8255.30825386004,7617.1411644487025,8256.305859077782,9728.937730741984,7749.084352530618,7584.863659795468,7727.258932093262,7736.865505277554,9438.020258586905,6892.886436035537,8284.246778614817,8445.728823684198,8416.794769841777,8686.200249473135,10251.893634171787,7347.294371661489,7681.924099887893,8470.54232507897,8905.409358195491,7812.527185457851,9233.81661572215,7905.123598782086,7635.91621219686,8330.162432826108,7619.595270151202,7685.119409911177,8345.598241041804,7126.774704438131,7753.197643017697,7684.44322337712,7703.721282489444,7531.619659431333,7340.162958971369,7483.758207727308,7512.451889775407,8032.447945222681,7864.835504227199,8313.03052603831,8980.74100266693,10626.59066782317,6815.238832557462,7402.776531487063,7912.958549287916,7204.8225598849385,8772.414715079998,8576.330914876356,8249.931905037029,7891.763903936593,8991.793614092132,7387.143939468523,8357.679106749762,7418.461221152787,7652.40594200998,11034.649460216366,6788.59817422686,7726.149143589349,9444.76737792838,7591.23659706488,7469.184340206069,7064.611301789208,6956.5330306001,8147.090568586102
Johnson 1H,DGB_CNG,10536.020000000002,7966.184239786004,9189.371850198277,7777.600766882309,6755.800095444888,6009.086687876033,8402.08654904049,8486.595257331293,7842.222429497962,8286.992988021882,7760.260843554086,7492.756173988135,6366.712465172597,8624.513380596087,7000.197743087566,9579.087775967597,7553.891784832415,8025.036277934465,7391.690933462908,6835.633974640848,7605.654136176848,7258.785033058933,7757.808483664867,6906.536499936857,7669.798182319528,6479.831284618059,9491.97597902885,6622.907176178817,6321.814446615724,7637.945012753895,5608.941770314216,8821.395422130767,7031.054444973189,6879.885648545364,7420.972900673148,6547.035646614816,5870.556085913002,5933.079723489098,9670.902449098076,7432.049680266846,7826.078568461619,7766.936518605234,8813.743017500477,8898.002417735861,7264.216338237317,7991.535944109948,7735.739462595447,7982.564464149195,7720.618830815793,11175.31414725696,8102.343470662867,7797.772779983089,8100.743122290404,12302.569855897464,6388.013541859355,6808.8237369436665,8785.417659724388,8288.077601116713,9534.06779995952,7866.951492591499,10939.313780130124,8543.657830942475,7833.974203547347,8693.064613068447,6520.626377229749,11544.774444493,5967.1756018054775,7294.541748066284,8344.68979127313,9976.990124259562,7748.640663478143,6776.485994244734,7631.754612496752,8316.32938788112,7830.877985647449,7407.369463874453,7374.517648795094,6551.271128589583,6725.185455068495,6877.26334086414,5222.998264793508,6311.91178073954,7584.83296824054,7103.463086108488,7075.736456888259,6724.097916328141,7302.66841774603,7170.401673562134,8187.414911552184,9482.26442438423,7271.388185684725,7367.026696016576,9647.32987513248,6667.988606342913,7599.859925089336,10430.845951703535,8243.775570885702,7296.590916161059,6269.809405488212,7167.340376306655,9290.580633975484
Penobscot 1H,Turbine,26231.48999999999,26859.38755501626,23226.783209959653,21094.35207611278,28230.66120461797,15840.545667734174,25986.353858654227,15759.977386130617,25934.47811236304,26738.92111998607,22091.917233664983,26574.253040274863,24560.04970978224,20780.135600873105,27168.375893549237,27964.52925533353,24520.03535442498,26863.649816730496,26328.029923910995,13721.476100147864,18414.09116240493,14052.715527836168,26838.2490026652,25973.06993478042,19512.50776642671,20781.49821703368,11777.114982585214,25158.56115425142,21473.763815863615,27423.104050070346,20545.81415459255,20678.970614765338,20893.62898036572,14570.76540786773,22307.235306132043,26742.891682297784,27722.01445456867,23964.13936228053,14583.559288720477,27753.02420773815,23336.38825113394,23446.97374282854,19970.860065097422,22243.17435929914,26725.68893426567,28060.75383489193,22864.94228807522,26701.611771038075,28432.625728135892,27565.611837883043,23442.923555611607,27334.357531316506,20451.09195885417,22343.983789864153,28332.23005167506,16131.222552288044,23014.541846181462,23974.59580586212,21749.1824655908,16653.69099050368,28017.78786882638,27675.497764415,26689.857021171323,28853.418448515953,15613.516267600711,25836.307324705045,25748.13059897024,27797.176025292967,25415.804519005127,26885.11393852348,23415.796486321386,28247.931564693063,21664.988066379457,22059.96444824799,27118.54298010887,26112.27121546165,22542.446040876213,27278.07309125428,23903.281374357175,27923.20589951193,20869.106503056173,27509.253732907586,25713.99066848599,24147.040999850033,27571.97302621291,25995.990107129484,13268.315197414817,23580.357695395996,27885.311600165936,22251.336573795594,20740.770749158517,19901.904599040896,23807.5399732926,23821.13566232091,24958.17751289992,17511.996802593352,14980.602315564776,18625.201775746977,27609.65731288309,21452.13968178773,26473.26649804182
Okfuskee 5H,Turbine,8685.490000000005,7524.475743886953,6776.061304852271,7268.068319248117,7648.009548465075,6482.911522851949,7567.724485192428,7082.811285039515,7357.870450332011,7105.11055869599,7170.397197016703,7470.657449556969,7564.64536858999,6813.154237251293,7172.955216302112,8144.172568652953,6556.678249693051,6677.817035763623,6933.573447136489,7440.52128224381,7120.101749703146,7005.075863062995,7904.39782181636,6814.903339492807,7110.696115231102,7827.710411794989,7040.728168393426,7263.79189782935,6926.386169782996,8126.700792069749,7304.935032789886,7351.555974664542,7202.426507545912,7267.542701932553,6568.543405832201,6768.882127999184,7009.0620171834325,8683.999520790154,7168.621132325308,8986.512934828517,8128.2483936191375,7857.202425065908,6860.077926318244,6548.92190647434,6749.715685436239,6755.702167746765,7030.129644957032,8971.409998913008,7113.248258095622,7049.346715797278,8387.89680167877,7153.032124393567,8030.33534803494,7824.113899665005,7520.138487665558,7594.460606427388,7356.134508266263,7189.4312158517,7592.623704183537,7283.0080228276,7015.320546333542,7068.337630744406,7283.180704046455,6430.546693570436,7508.186130356643,8145.291356959152,6981.044530166578,7571.422779012943,6993.948983626701,8336.045473768043,7263.826808691963,7379.498624344221,6957.283197828593,8347.449007270525,6908.108340499739,6967.321256685149,6918.104540764644,8160.860061733911,7203.62375348243,7038.1828658635395,8059.479743230057,9113.073789720953,6040.89039741752,8000.565544580027,6934.5975338611515,7879.969342146589,6277.793902418198,7051.9868548665145,7250.08523527612,8214.452463592226,7453.990376094008,8796.350724641425,8640.823142639525,7311.719736951363,6743.4747189786485,8334.834899154795,8575.370423048094,6810.307746651663,6433.878269602869,7387.982002155264,7959.951247964316
Washita 3H,Turbine,20311.800000000003,14445.914754270392,20042.31514254735,24862.32836916738,21151.707466442993,24475.834088472893,19085.630406358698,17943.41645134839,15278.846230242822,14731.95446874131,19486.463983420443,18382.551563682016,16689.27628999435,23432.00961620514,24443.897080169583,19192.158820149376,23086.48555037943,19442.08112265984,17188.626906102065,23659.057493178407,20343.397349206265,13874.721863610865,24134.353252475576,25223.83647723733,17405.78555382212,23753.10056729259,24331.36603312589,16639.704964373344,22067.06908740717,21794.39195468267,18844.954560209386,20682.71597871673,17747.40586536119,17211.153774930346,23029.754753573194,23809.715104799696,17370.882725064785,14184.51465991309,19085.85350258521,17797.380539387806,24315.904114997084,17167.56032788247,17095.957226776543,17291.85289915258,21982.31989854657,20924.36954473976,20416.09204805747,24136.03213500918,21968.585931447305,16494.857641160183,15828.885550760351,17347.69748123365,17403.85959692034,17039.785511922317,16948.810156182382,13462.682969489968,17298.843450162294,18536.68053991482,18646.40206941047,20931.536943475825,23858.2839687104,24612.634130568244,17701.750329547573,21180.25238724556,21924.841876800903,23314.806670441143,19271.266438897248,21408.803100110646,15562.978709157986,18236.80851992736,19432.28232713737,17722.123623220166,17892.326958561385,24821.570313136224,23306.90112253089,17373.249662242808,15114.298522778012,23209.019748344937,19109.37323115563,16730.634714111107,17330.158462127554,21577.447296108377,19869.59474769324,19703.92703988576,19746.720494935747,20132.164870065953,20607.38955475194,16370.768314258685,17868.708134925313,23624.9962121211,17873.931462383374,18362.46717577898,11655.61614711942,21115.75099599216,18186.40692857043,17288.13015221147,16961.50908587941,17251.23115375208,22423.48386993192,19314.023004989827,17868.05023663158
Beaufort 2H,Turbine,16298.04,15109.581272251384,16786.292728440167,17344.209003669253,15831.345067608489,20072.725904056944,14371.321107726177,15965.182127898574,14036.468919039162,16126.229967850471,19342.064630572375,15199.66139180986,16888.40980330809,16629.439002943498,15636.658313056085,15602.750707685564,17624.39827411155,15458.755764278943,15793.247376772835,19009.519940980532,17213.510440593804,15790.308555988311,19303.43817273628,15710.881594642176,15958.257861556973,15222.43949971432,17164.57356513665,15870.909438547154,16423.977119353203,15713.32928100419,14721.045899488432,14835.227468673156,15117.257550201111,17957.953793878794,15734.40463188966,16698.403192222955,15782.421502982525,13087.911088872272,16152.993788154154,16255.525089226663,15828.877498441603,12867.474928195024,16583.766827692725,16171.740356107117,16202.934219783385,16038.794878303675,20735.761800499273,17195.990789364318,15519.59633569496,16221.538261274449,16533.538965152686,16056.513224585133,16753.53268916512,17765.06510943029,16425.242930333665,15852.491413987498,17257.243735527096,16706.976419667422,15952.42246596294,16434.829665247882,15794.56210860539,15805.4275508974,16884.735394781655,16594.382693476105,15760.2128043734,16729.310233502867,16329.737825575749,16592.34051387381,16229.975980082363,15560.061173109993,18503.72549280287,15970.410020849906,17134.671368281946,15771.08861297371,16200.449591704531,18251.67479128796,15125.794797424169,17002.118193450544,15659.073502701933,15951.015688942398,14267.333485126455,16554.152312686005,16536.307015413542,21530.93196300734,15494.812979267595,16504.40673032125,18927.601245036065,16458.127982400016,15104.401422283525,14952.85300771317,12380.227477768703,18501.489239997984,14412.606111161802,16675.07824251793,15426.102451415572,17257.309711181082,16546.41089516452,16977.78275385767,15855.880637428145,15597.633826329262,17034.13839749716
Adams 5H,DGB_CNG,7036.229999999995,6621.39804708154,6229.507354315739,6774.265874367962,7241.272345981467,6008.252007172314,6840.463180083793,6405.494051645435,6610.460457033411,5989.225146091807,6664.280317220911,6658.86885829914,6713.150841369443,5670.85280130256,6487.177011965498,6942.001851731256,6291.654085248361,5775.802540933475,5941.494142138153,6770.666171972574,6124.343483413664,7108.190552828774,6526.61404950508,6433.132791608226,6507.666807410438,6093.259830632732,6803.886501990663,5919.339734634577,6113.849910245381,8030.726704632946,6261.629514345274,6402.7404719615115,6374.990151604761,6627.756429217995,6234.222303416472,5832.4139298765285,6865.742583285887,6947.649050302928,6440.093116158549,8114.460940450324,7194.398991000703,5877.946657001865,6588.437961190474,5988.688129833056,7282.015550408532,8070.317090775586,6230.546633086351,7122.563818182974,6863.3596010893,7309.5055506137505,6549.382614508433,6298.768237051092,7012.932200148558,6967.777577275444,6642.199978282207,7077.321063298385,6553.310172612855,6294.107857773776,6534.340146198484,6274.28893672707,5588.918040796688,5827.92652570319,7284.574994324583,7494.620731385604,6925.786107901753,6550.231728970228,6451.017800647792,5568.479072637778,7248.67073780985,6771.689334944988,5432.113077789914,6403.245048037891,6370.845455460932,6902.044788568488,7062.179537133336,6391.0779216916035,6361.769097359096,5560.974065752131,6866.436017291556,6562.533216573804,6652.366367899902,7492.844314622634,5702.287713201179,6040.583835972706,6880.025791272809,5514.204115464336,6294.0204285748205,6260.70828213879,6522.9634900937435,7034.102637217968,6649.039337843622,6701.23211789364,6558.081915220866,6101.3807561667945,6891.35824020816,6643.685106095706,6823.456181964062,6231.654386664682,5515.956552064279,6682.745382314854,5556.390874582149
Northern Islands 2H,DGB_CNG,11453.8,9010.627493371056,10198.383862168726,10570.628116794534,7964.554075500555,6962.980301031913,9839.03668013598,9588.14970203122,8324.839857941302,9572.895141953237,9089.508694049737,7865.245735261505,6905.49728107349,9544.30947370306,9106.793817255057,8983.155664233112,8079.97435078672,10146.912534829156,9130.472667302787,7311.575667392461,8951.041547404215,7876.518114450217,8485.036449009407,7446.1817863960705,8601.431515491708,8047.761757750693,9499.80057613358,7041.445153318809,7051.3824954734755,8083.623958326249,6768.456282607485,10014.346899052956,9695.72706402933,8372.789523855894,9842.994345315485,7180.1368455432985,6814.331127000181,7678.940937143483,10453.319899220493,7479.131794039677,8834.656271066193,8988.026360906422,8655.71911607461,8606.85556630363,7216.111592270013,8902.167963952252,9882.432087197907,11229.320577611425,7616.621609550642,10426.430158298028,9171.70460354044,9175.871800697438,9175.075292104966,12974.720347136825,7462.927444496455,8041.78554768886,9074.420040458554,9712.89602321614,9770.451768146722,8192.577196280878,9406.414047044544,8488.935713129515,9123.06400168499,8606.564243444263,8089.561308792539,11027.51407374647,7823.965707898464,8441.826240376915,9683.378755713606,10746.624414702572,9207.698173739314,8156.966584271072,8351.028576610557,7832.969480079132,9626.461691836244,9068.605632177569,8937.219905826803,6775.304346782154,9988.114156486548,8381.001717057627,7141.999511219909,8594.691810947463,7757.927006927201,7189.758248290934,9499.634259197774,10444.565648686978,8300.451552434053,9788.590661783872,8954.415250874672,10945.601319556485,7917.904793357909,10038.73297337279,9404.923067116766,8684.68485437416,8536.137200814006,9657.630393139854,8661.209368021693,6716.890463540652,9419.603710580051,8731.819201754168,8709.83837576066
San Luis Obispo 4H,DGB_CNG,15317.26,8863.240047704845,10398.301338056655,9781.76562180136,9163.478816988742,7710.903375161146,13177.292118497116,9824.265489833786,10068.715740793956,10150.733866141856,9079.561748236274,10222.965894007622,9230.126077559657,11488.970432890816,7837.215693148659,10836.705062936231,9414.910826450438,8917.817018982245,8023.202435020443,7899.230564813515,10412.32723577085,8656.540030517706,9499.36746314034,6915.091442447056,9433.66238283144,7621.092841508702,11566.993881231108,7095.488531860532,7742.717917836613,8951.599003352898,6695.5879700983105,9517.231635312995,8332.737540703092,8619.408938974888,9435.638698127508,7095.414852379791,6828.0203091047915,7044.925331282841,10574.923692707129,8501.99794657945,9243.84630538469,9315.656124732635,10748.106495640515,10992.902174332532,10104.019626950492,8512.869489454546,8750.693883271646,9124.486059554294,8488.858707475105,11248.440239392876,9946.929653306925,12461.980048921649,9926.847045316985,12486.671567232,9019.951398789284,7533.6549743557425,10968.522751545725,9168.292801046076,10152.85072459674,7704.570994480824,14198.355194018965,11223.553142407009,11462.875221150707,11880.46943104628,10066.440961404378,14286.81242978209,8615.941395783444,8492.831218969244,9023.036993778398,9492.609028156698,8979.171721416045,7882.332559465934,10382.696322449856,9042.753996060805,7885.560262841403,8986.161171943453,8207.754931324846,7053.455494295506,8387.928892647797,8360.716136120827,6192.5955149644,8806.846350436299,8062.516539715646,9691.945905239245,9135.042256059158,8538.831551940995,9370.543134906158,8852.605511095222,10101.922663176903,11077.632197978111,9296.353186880526,10030.13961734617,10246.609930622946,7156.512139002798,9191.638577891732,12800.806664676771,9293.077621030025,8713.015582487853,8819.538687483559,7560.072726261195,10649.332730347604
Tuolumne 3H,Turbine,11312.820000000003,8421.631982477817,9717.823726787115,14324.083734287957,9814.188596084765,9983.193917265928,10027.901991210816,12987.608240364216,12434.092304277445,11050.522442414904,12477.894214865271,9968.696534888004,11110.332641793391,9535.870890927235,13567.799200645097,11213.311455471448,10583.455299019652,9706.055570543316,10289.02689521782,10234.51438249461,10533.013199164325,9963.804129557306,10021.039698517268,10259.732408364618,9923.930719419588,9573.16983193737,8538.573287882537,9986.671322663473,9874.77687872583,10881.890949780598,8645.115247024245,9897.070799237898,8651.725822155195,9672.29314102141,10022.67393406286,11258.939213742517,9606.236613130952,11367.050693703632,8889.157315389008,9811.560097003005,8636.602366170715,15889.035040490871,10339.565145995984,10508.131538349258,15340.61661751037,13182.368396110009,16295.1575361933,10530.43003296346,11759.572850169165,10041.254488623568,13903.760461501946,10823.787980906534,9645.05836104852,10711.95044364739,10220.765757563193,10244.35616130879,10532.13136509869,9849.770655258884,10325.01848499943,9611.267689542296,10231.445563886356,9470.419022564449,10272.234968902136,13477.521324658315,11559.892025755797,15255.266467958148,12070.47187014362,9620.263925671028,9995.901525012983,10852.207922833368,9802.154934719882,14618.365616933372,10113.84136448913,10179.860516445531,10106.244116545024,11382.890016939138,10071.749679995946,10037.25397925742,9265.977770891534,9917.14264728257,15920.934728078964,13378.64726723748,9794.866675014566,12844.84936532116,13095.397621474602,9921.783867749937,10428.47082452453,13842.38682785455,10324.47373733178,9755.499169728251,14338.945736173137,12893.40249620056,11120.472190007682,13148.25330781053,9995.847968919892,10712.470895738788,12524.22953511061,10045.36955852946,10266.1115219942,12221.737869742212,11311.180143967327
Dewey 1H,DGB_CNG,11744.97,9334.739173296552,10787.640578706933,11309.068769438398,10673.26143902412,8161.58671775655,10001.566516915958,13269.728177930108,10075.952086410549,11860.73459830351,11570.684876549738,11641.683521306544,11306.9542552615,15658.627489294517,10338.532740715104,8854.732474570648,9646.663124040024,12198.792180821109,8337.747092295325,10941.60273471576,11707.579517090768,9702.751616651743,10996.313361477958,8781.031126384376,9830.931848258811,10706.639626224462,11566.557915742796,8778.890621607881,9234.169108745782,9690.217781208732,9395.47869310267,12640.542931764923,10425.525918042233,9479.096521723366,9962.116675052826,9143.451666742474,8609.533084265826,9889.715510154098,11049.269795959117,10050.064890684123,8657.075368109498,10397.681797706093,11271.157850303263,11788.1069882085,13760.488851084036,10496.477451650308,10880.520360780229,13266.869332682138,8941.977255358004,12000.10584986348,12712.886917834125,13597.1776671301,9728.446503330691,10909.042071446367,9623.026903890835,10756.30407084968,9400.402299924814,9325.523751503848,11565.263379652966,11186.908994782074,10152.5504169305,13154.983882451324,15336.884982881824,10834.314934289136,12245.641550185328,11047.995415674352,9481.584090549146,11083.466135201705,9987.126156089758,10628.053634902128,9291.037765992023,13047.844917004855,10516.983189291044,10189.533657459562,11613.586085402132,9709.862535155353,10441.55704579993,11868.933421181013,11239.734801976758,8919.067943421293,7718.04976990658,10789.8645184893,8148.434022415336,8375.80438515646,9771.841911685176,12136.927731909916,9290.93492797086,11588.43451576618,12842.632631840725,10177.596554815573,8907.886232248022,11650.09863326498,9841.256777828788,9440.757900408638,10794.580695824045,14291.43415325499,10204.813857745225,8746.437862677763,13561.007883146498,9603.393244166948,12365.753121939297
Lake 2H,DGB_CNG,11554.88,9697.03536825749,10262.662498176764,9892.903994842112,9300.511105211162,7306.7598942514305,9808.13640203704,10550.366337134396,12289.734052845792,10370.243607492675,9702.118562982989,10644.562205303,8619.978257317178,13510.712313581347,8453.798516947696,8717.788670615864,10927.649596325067,8060.76267840213,6658.354348447788,9159.894613274517,10438.925978019406,7997.791068730639,10860.669911929144,10691.733350809856,9040.985669675722,9302.432226242576,12675.20329007,6552.69888743117,7639.428029202699,9895.714556496696,7647.72746523358,9341.616899640396,10768.847304634142,7061.218675592999,11150.689369740268,7442.204798347609,9209.94116431207,7754.2475586336,10850.344038982375,9434.61054891285,7450.776831157033,9804.796571047193,10818.487602545189,11394.051256270894,12730.324975824526,11833.978159608265,11136.23116486084,10205.440687292306,9029.113024027003,11068.799059580051,10373.9927221342,11042.259048952345,8092.930687541901,12793.386683975676,8551.249933052393,10343.6252027035,12272.951788178654,11217.597252336553,10990.795907104271,8988.372394027137,10183.81297675786,11441.701309831347,13014.385364091231,8481.101626440319,10602.177739858198,10340.88080514657,8907.577017172436,11025.144444106969,9631.470520109751,11524.724783534832,10634.579224712206,9790.337138758709,8579.651669594552,8792.31772806048,10668.114326852765,9367.840152210378,9959.938519425756,9218.6069694005,9240.500328808585,8149.846177035557,8757.580927907664,10835.892708095187,9560.930970279584,9360.041006022444,8864.776274385782,11371.535290255046,13865.91687671293,10061.378959111147,10965.407551487846,11360.429998164202,7143.9172045915775,9756.686557810675,8633.317174127687,10947.575120289794,9090.256253282689,13515.653571369245,9771.217121830208,7398.890733363528,11958.64762653417,8430.09681375208,10231.336945971654
Chenango 8H,Turbine,11005.14,10638.318374507426,9431.976040825124,8409.593915224457,9413.326873081998,7141.265732603293,9298.948763743716,8656.918171840596,8280.971058298073,10673.067343859397,9023.66222556662,9689.02453314219,8884.404117835084,8739.07556710931,9075.134041370206,8980.023953509639,8074.8964203513715,8323.023021838093,8224.567212991291,7631.880252630827,8831.342046780424,7391.603480694772,8094.910139716124,8198.760860883307,8058.83420587912,7151.201430974149,9243.600559924324,7485.182549138866,7593.140829719564,8705.96485276862,7882.971434544634,7779.907467255181,9164.97737546971,7546.824129645367,11194.359736715309,7546.785841100014,7501.204991461335,9031.376410542343,9794.267958508026,8036.897861913994,8187.668802319423,9481.646898358027,9656.028525026186,8806.422011638066,9444.170011200153,8846.257611700345,8064.449441460456,9270.453253101146,7764.733733726754,9785.23761545086,9108.24671906134,9458.033101425392,8529.179185216452,10196.134235974809,8182.126408995633,7807.386952215915,8999.120778931258,9713.79712980266,8942.880102205743,9649.584772613249,9854.383563089186,8554.004458922484,9063.84480496258,7973.8946453258495,8412.38880807947,10149.952426392974,8105.160652687024,8253.515278289951,8651.49929559129,8369.596413805983,8439.21692134802,7622.688120969293,8379.417941254243,8511.323093534644,8318.58824043443,8666.058617536171,8964.264344636327,8095.418788684896,10648.413859387938,7353.051300558652,9062.218049305564,9324.578737180647,7577.995959972416,9051.080983085987,9491.632224199908,10109.492721297654,7626.061019637458,9541.423334619198,8519.077233023621,9778.446801170518,7854.631238939782,8077.437222915124,10989.639374883707,7467.3123169726305,8230.450320548225,10592.193198554634,8631.577902016654,8378.728151169586,7382.696777322889,7664.338429172984,9105.359074577507
Clark 3H,DGB_CNG,8556.269999999997,7100.9922690559515,8317.590809415422,7375.3351244023,6542.858256454116,5890.995412434596,8535.945730167083,6980.522795752108,7222.137271618871,7343.95320916198,7627.466014624832,7687.85342032174,5994.677705792313,7979.96347968128,7015.197846425831,9741.79197432318,7079.879228602982,8419.3040002563,6832.088422463451,6463.343264738741,7132.321408436425,7064.615665616052,6957.8227622399,5793.460207677001,7208.164724506305,6146.771207028188,7975.467468557268,6153.850757869965,5822.7478838014185,8015.98561165533,6215.623808624162,9219.254420974114,6486.930266653574,6589.569834960485,6805.321370696875,6244.605828237157,5731.964628761391,6616.281649106348,8237.558392061399,6590.823236404865,7115.654071846539,7027.725102178835,8478.216430086015,8146.57096785752,7066.3519164839745,6743.001083250256,6319.425702546165,7389.760477296685,6492.901522897237,9413.551966358878,7051.132346558971,7413.659843038428,6699.544728664783,9302.1222512757,6501.777984546171,6726.258598940335,8754.961153286442,7242.153484039858,10160.723633456664,6884.406486716649,10849.361935858997,7311.952980309608,6426.240757981553,7915.647184064081,6711.780325419816,9709.602913594972,5961.319944974721,7322.330949871998,7498.7681999014785,9188.205481453952,6988.254594854656,6490.50627185101,7446.281085531731,8461.623246240239,6828.209154308272,6104.165719658717,6950.29228429005,5795.023382647735,6787.54691606789,7060.308358384979,5239.505256274293,5356.07329329256,6030.661633171675,6585.099308598267,6974.40866650905,6097.01304140339,7411.007315723891,6511.996877806344,7477.919082017816,8191.236353486143,6513.770848867898,7220.778738347049,8594.16112517854,5972.932294508222,6590.060578192848,9358.643532050612,7861.535628114517,6558.556017629741,6160.936373600658,6967.545674025497,7995.960712680748
