Masked Well Name,Fuel Type,Fuel Value,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
Floyd 3H,DGB_CNG,9967.05,8207.450646738202,9141.65924377365,8763.952202889852,7511.822253602227,8126.045631472095,8154.995001734011,9402.521673792942,7821.099208414687,9428.081393695024,8568.312772485462,8495.685191700835,6604.434349528542,7365.113274549098,8123.093223370389,7592.591029216976,7580.363180231153,8378.889938168308,9529.158416949263,7281.091149408239,8192.663894830517,7126.267928591465,8625.786933168816,8565.676332618505,9032.238946715404,7892.021244087859,7706.175663585871,6600.321943893562,7168.801760758867,9417.863902567158,7148.502282630778,9187.200473166517,9232.85791228044,7486.791465974743,8629.124680758167,6931.339612942394,7045.90430078772,8152.268237859713,8872.44228601021,7228.0608497046,7432.732835861247,8953.594884220298,7561.561951924451,8178.941669925721,7628.9153683392515,7695.65337445425,10325.366813057406,8957.186223257757,7733.202150688725,8830.474650314507,8601.575786745492,8552.455630253675,8163.171655825384,10758.803043290112,9634.238384992605,8320.597654402818,7546.464016647421,9969.371049722493,9316.603246292509,7543.337014459948,8714.057086492887,8447.800822243802,8050.372829988309,8904.20763358226,7635.881428430434,11144.114734591922,7530.153146448826,7549.189225993211,9642.337009576424,8360.741038449396,10588.748393863778,7195.85398335728,8221.189733872097,7512.509765730062,9124.12874852823,9093.676233530156,7902.55082044318,7859.583853293802,8977.364247211945,7752.346165974437,6150.510288421974,8335.602031990324,7976.915734669822,7242.797204366718,9498.75940543482,10385.900964057504,7767.294799412532,9384.090407795798,8542.532681946528,11211.223321888794,6979.2420621498595,9637.301940288757,7986.223293193625,8345.68899477284,7018.47621259591,10153.31455309647,8674.541933246459,7119.872825228369,8496.960765263111,9509.093381752298,7477.587403368396
Monroe 7H,DGB_CNG,9031.190000000002,7403.1627557939555,7051.364760120884,7051.026091079377,6483.176503399496,6285.276397693995,7044.860429130569,6221.447237052461,8073.335179335557,6713.443655978861,7197.161685969709,8019.4727688017665,5900.567285635593,6320.515013795608,6518.88684239385,4892.804533406176,6544.610756923388,7172.674216150463,6608.469144461888,5587.122323424595,6608.8549480196425,6144.814246472837,6872.3644892590855,5757.859810828897,7044.357621968269,6733.0820780591075,8466.56422089117,5916.254543706305,6253.364451313014,7836.09405458859,6540.96789043551,6273.310245054547,6303.487386133231,7146.526160219446,5858.149326302472,5555.924616188046,6204.403502282397,6614.888717123251,7022.85096598547,8014.046094252069,6167.372216235234,6295.942638773447,5964.860912437004,7031.203845171479,8518.610576458696,7649.899967385566,6348.287649873033,7405.252110194869,6422.560556241832,6393.777310415397,7222.218112079725,6136.959195330161,6767.692327059051,7493.68318857388,6790.8424312079205,6225.4434600175955,7464.809432035393,7251.802326594653,8478.543228576851,5817.405433515185,6102.295077068402,6794.30101813898,7372.750206452397,6198.263155033308,6123.631250884747,6921.906940341697,6022.7799082465235,5461.908125208807,10568.79378206918,7995.535437468212,9529.886742518902,6602.818657739334,6757.143010184029,5716.971683984429,6999.576731022025,7021.28785839537,7488.654127533925,6007.825121014632,6863.706485616433,7129.381380675521,4794.213349319132,8056.776093842607,6066.743668335007,6565.948782231608,5365.871441315507,6520.865016010784,6809.9962412498635,6108.063458737761,7217.408496794605,7238.10940562962,5666.430676956856,6881.07514507969,6054.054222088851,6907.654297624425,6508.224603407275,7546.723674082922,7030.028431832505,6255.748323715285,8627.4375234747,6972.001834822029,5722.362485521177
Blanco 2H,Turbine,9091.460000000005,9435.064339157208,9355.38296141725,8420.316310953442,8047.590585676857,6609.278353013613,6729.48920007625,7334.612155207499,8548.906288472814,7528.643286901547,8321.884738713818,7856.123500507651,8179.0230461451565,7369.913327544373,8223.529592615881,6824.3734180937845,7710.679537017781,8513.736452680925,7996.650153251036,6748.171141307096,8155.259980465256,7082.254252278339,8187.572804193772,7303.143935062134,7115.142150122622,7411.458157178375,8987.687203714797,7122.331567168573,7406.943122362911,6544.617164505811,8036.306907709785,7159.435464517817,7807.884269798794,7620.615267776522,8212.479634548947,7169.125541477305,7354.514422971249,8811.04494162746,9495.428853658632,8220.08825386004,7673.723164448702,8084.045859077783,9568.877730741986,7913.534352530621,7679.973659795468,8102.188932093264,7841.795505277553,9470.940258586905,7433.556436035537,7682.716778614817,8287.918823684196,8129.464769841776,8610.340249473134,10416.33363417179,7594.984371661489,7379.154099887891,8202.15232507897,8564.799358195492,8020.05718545785,9510.54661572215,8021.413598782085,8048.9262121968595,7899.082432826108,7645.851270151203,7687.589409911177,8956.768241041807,7250.48470443813,7471.437643017696,7684.44322337712,7721.921282489445,7423.479659431333,7291.582958971368,7597.998207727311,7345.961889775405,7995.077945222683,8316.855504227195,8484.470526038316,8476.56100266693,10524.81066782317,7288.91883255746,7443.0565314870655,7912.958549287916,7826.182559884938,9155.17471508,8682.780914876359,8131.971905037028,7726.573903936593,8816.603614092131,7470.933939468524,8737.909106749761,7531.611221152787,8138.67594200998,11089.419460216366,7242.64817422686,7275.099143589352,10156.95737792838,7690.006597064882,7271.474340206069,7312.421301789207,6919.013030600099,8358.175568586104
Johnson 1H,DGB_CNG,10536.020000000002,8105.771739786002,9317.286850198278,7972.750766882309,7596.930095444894,6288.27668787603,8158.646549040491,8327.375257331292,8284.432429497961,7648.916321355214,8464.430843554092,7932.546173988134,6326.1224651726,8377.213380596086,7866.147743087566,9016.807775967598,6804.661784832416,8737.011277934462,6997.900933462908,6558.913974640848,6991.924136176847,6699.60003305893,8161.658483664865,7139.656499936857,7864.708182319528,6476.28128461806,9049.00597902885,6316.097176178823,6875.604446615725,6912.422512753899,5991.011770314216,8195.901422130764,7436.144444973189,7499.745648545364,6369.772900673145,6328.905646614814,6605.816085913006,6522.9897234890905,8988.582449098076,7568.239680266843,8241.45256846162,7105.326518605237,8422.973017500477,8333.962417735858,7986.216338237316,7588.015944109949,8029.679462595448,7962.474464149194,7901.628830815793,10652.82414725696,7616.463470662866,7816.702779983088,8681.743122290407,12787.369855897465,6502.693541859354,7458.148736943664,8434.377659724389,9306.357601116712,10004.597799959516,7847.101492591502,10707.863780130128,8700.60449760914,8224.809203547347,9188.469613068444,6874.076377229745,11593.724444493,5927.495601805478,7187.001748066285,8401.766457939795,9691.470124259562,9396.560663478149,6688.505994244734,8100.474612496751,8099.179387881123,7914.207985647448,8245.324463874453,7659.997648795093,6362.271128589583,6916.395455068494,7259.1833408641405,5599.1182647935075,6327.66178073954,8314.58296824054,7333.01308610849,6464.586456888262,6838.567916328142,6631.078417746035,7250.111673562135,7899.784911552184,9782.362424384231,7228.878185684726,6881.446696016579,9666.629875132478,6677.928606342914,7075.6699250893325,10525.110951703537,8994.655570885703,7706.381916161061,6771.719405488214,7604.310376306654,9485.655633975486
Penobscot 1H,Turbine,26231.48999999999,26879.197555016264,23376.143209959657,20654.96207611278,28293.24120461797,15081.485667734176,26429.173858654223,15282.347386130616,23759.15811236305,26011.839119986067,22838.79723366498,26871.68637360819,25188.389709782234,20626.835600873103,27485.313893549235,27915.089255333536,23194.815354424976,26592.6698167305,25697.299923910996,13140.052100147865,19197.05616240493,15096.385527836166,27223.369002665204,26448.859934780423,19221.03176642671,21804.598217033676,11995.49498258521,24128.451154251423,21250.153815863618,27778.96405007034,21254.21415459255,20322.086281432003,21335.558980365713,13724.918741201063,22294.28530613205,26917.62168229778,27203.53445456868,24481.099362280536,13493.779288720474,27516.56420773815,23121.688251133943,23232.133742828537,20093.94006509742,24139.264359299137,26805.148934265668,27679.313834891924,23385.662288075215,26065.96677103808,28280.245728135895,27749.31183788304,21939.20555561161,27292.007531316503,20990.541958854166,22662.07378986415,28282.79005167506,15788.972552288044,22178.061846181463,24671.50580586212,21421.4924655908,16660.230990503682,27971.73786882638,27526.677764415,27375.027021171325,27716.218448515952,16496.166267600714,25187.587324705044,25008.900598970235,27823.42602529297,25375.74451900513,26161.983938523485,23743.63648632138,28622.811564693067,21611.66806637946,21426.644448247996,27376.11298010887,26143.03121546165,21637.56604087622,26469.903091254277,22672.221374357177,27100.76589951193,21703.186503056175,27419.19373290758,27002.820668486,24587.270999850032,28168.90302621291,25853.830107129488,12809.025197414814,23250.997695395992,27885.311600165936,22398.442573795593,20918.91074915852,19847.73959904089,23492.3199732926,23814.13566232091,25642.28751289992,17033.936802593355,14160.442315564776,18562.453775746977,27728.117312883092,21881.919681787735,26680.72649804182
Okfuskee 5H,Turbine,8685.490000000005,7137.205743886952,6773.561304852271,7281.348319248117,7709.729548465074,6802.75152285195,7222.214485192428,7068.821285039514,7327.250450332011,7116.59055869599,7305.317197016703,7522.037449556969,7496.705368589989,6714.914237251295,7156.445216302109,8208.642568652953,7120.5382496930515,6626.387035763625,6980.42344713649,7332.171282243811,7016.411749703145,7087.295863062994,7688.927821816359,6834.773339492806,7441.1161152311,7743.570411794988,6957.508168393428,7069.111897829348,6767.326169782995,8171.090792069748,7538.275032789887,7301.44597466454,7134.0465075459115,7266.932701932554,6622.1534058321995,6480.0821279991815,7043.422017183431,8221.069520790155,6915.431132325307,8998.04293482852,8224.868393619141,7646.052425065906,6348.917926318247,6907.821906474344,6785.045685436239,6712.642167746766,7091.589644957031,8941.209998913007,7139.498258095622,7022.456715797278,8452.336801678768,7063.042124393568,8089.035348034939,7643.853899665006,7475.838487665558,7907.060606427387,7217.654508266263,7195.5112158516995,7741.233704183535,7192.958022827599,7078.720546333541,7514.727630744405,7063.870704046453,6434.786693570436,7172.516130356644,9216.431356959156,7063.164530166577,7372.502779012939,6993.948983626701,8426.935473768042,7246.496808691963,7202.3686243442235,7015.363197828593,7896.419007270524,6950.688340499736,7031.031256685152,7165.944540764645,8376.140061733911,7511.923753482429,7101.972865863538,8162.199743230054,9113.073789720953,6110.890397417517,8090.205544580027,7030.737533861153,7917.289342146588,6201.3239024181985,6925.386854866514,7119.295235276119,7920.82246359223,7232.990376094008,8848.350724641421,8642.943142639524,7655.889736951362,6649.874718978647,8528.904899154795,8429.130423048095,6755.857746651663,6373.928269602863,7553.202002155269,7953.411247964317
Washita 3H,Turbine,20311.800000000003,15008.277254270391,19645.37514254735,25322.44836916738,21091.46746644299,24475.834088472897,19292.850406358695,18826.986451348388,16082.00289690949,14018.934468741309,19066.81598342044,19382.023563682014,16640.309623327685,23472.889616205142,24489.33708016958,19207.04815348271,22247.73555037943,19607.967789326503,17112.544406102064,23759.820826511743,21300.297349206267,13581.331863610863,24696.483252475573,25223.83647723733,17390.25555382212,24243.730567292587,24206.916033125897,17051.49163104001,22067.06908740717,21761.045288016,19915.82789354271,20184.452645383382,17328.132532027856,17370.02377493035,22384.56475357319,23699.435104799697,17424.262725064786,14318.78465991309,19598.943502585207,17324.39053938781,24548.99411499708,16542.750327882473,17566.129726776544,17992.56956581925,21887.063231879903,20680.57954473976,19608.127048057475,23393.922135009183,22468.3959314473,16194.227641160182,16015.28555076035,17194.317481233647,17276.65959692034,17673.80551192232,16175.18015618238,13384.222969489969,17289.203450162295,18353.31053991482,18396.340402743805,20942.913610142492,23972.9639687104,24378.134130568247,17510.596579547568,20618.54238724556,21924.841876800903,24033.626670441143,19564.036438897252,21479.773100110655,14778.868709157983,18460.81851992736,19504.642327137368,17612.92362322017,18023.166958561385,24748.840313136225,23626.301122530884,17943.669662242814,15667.678522778013,23015.717748344938,18319.917397822293,17062.48471411111,17847.128462127555,21577.447296108377,20382.30974769324,19234.29703988576,19873.330494935748,19933.38487006595,20382.46955475194,16724.515457115824,17039.678134925314,23644.760212121095,17827.737712383376,19188.51217577898,11051.722813786087,21108.95099599216,18039.92692857043,16840.396818878136,16913.48908587941,17350.10115375208,22126.12386993192,19248.92300498983,17508.79023663158
Beaufort 2H,Turbine,16298.04,15516.091272251384,16085.322728440167,17633.449003669255,15834.405067608488,19921.635904056948,14281.491107726177,15859.102127898574,14462.488919039164,15889.579967850474,19687.562630572374,15045.241391809865,16483.899803308097,16602.939002943498,15484.11431305608,15602.750707685564,16689.818274111556,15537.563764278944,15797.327376772831,18733.16994098053,17216.7504405938,15696.77855598831,20094.491506069608,15723.511594642176,16141.517861556977,15469.209499714323,17205.133565136653,15873.969438547154,16363.307119353203,15735.379281004189,14906.765899488431,14510.587468673157,14427.06088353444,18375.88379387879,15847.33463188966,16558.663192222957,15779.361502982523,13152.041088872274,16208.413788154154,16218.545089226664,15842.227498441604,12755.804928195024,17663.241827692727,16259.990356107117,16097.994219783384,16269.914878303678,20583.916800499268,16743.07078936432,15647.42633569496,16431.614927941115,17039.118965152684,15954.083224585132,16466.43268916512,18221.331776096955,16805.552930333666,15852.491413987498,17905.533735527097,16293.056419667426,15434.902465962938,16345.289665247888,15796.60210860539,15952.6775508974,16827.515394781658,16867.752693476104,15000.632804373405,17734.480233502865,16081.077825575743,16676.70051387381,15935.832646749031,15748.241173109993,18843.895492802872,16025.230020849904,17346.581368281946,15847.138612973711,16227.984591704537,18769.554791287967,15436.004797424168,16573.138193450544,15340.193502701934,16000.325688942396,14976.19348512646,16566.842312686007,16950.74701541354,21578.081963007346,15503.912979267596,16738.48673032125,18985.231245036062,16433.79512525716,14643.82142228352,14984.273007713173,12342.297477768703,20139.75923999798,14330.376111161802,16950.918242517928,15431.202451415573,16541.119711181083,16429.640895164517,16861.23275385767,15704.090637428146,15834.55382632926,16683.448397497163
Adams 5H,DGB_CNG,7036.229999999995,6374.378047081537,6147.777354315743,6446.3558743679605,7206.562345981466,6258.3620071723135,6566.253180083796,6343.7440516454335,7173.87045703341,5992.635146091808,6789.920317220908,6557.868858299141,6886.230841369442,5712.572801302559,6617.227011965496,6791.121851731253,5923.824085248365,5703.082540933478,6213.264142138152,6620.516171972571,5863.003483413662,7215.770552828776,6507.1640495050815,6369.192791608224,6520.556807410438,6200.359830632736,6727.836501990661,5767.29973463458,6295.9799102453835,8098.476704632947,6471.709514345276,6290.940471961507,6568.630151604761,6710.006429217993,6148.282303416469,6004.343929876529,6973.82258328589,6690.829050302924,6080.883116158546,8377.70094045032,7280.668991000703,5692.586657001863,6391.697961190477,5834.088129833059,7159.565550408532,7847.077090775585,5592.676633086354,7071.093818182974,6954.879601089299,7243.05555061375,6356.34261450843,6209.528237051091,7171.13220014856,6932.437577275445,6891.219978282208,7257.251063298386,6208.930172612852,5920.28785777378,6454.610146198485,6070.7589367270675,5645.658040796685,6067.51652570319,7379.114994324582,7197.040731385604,6624.286107901753,6707.771728970232,6424.957800647791,5461.499072637774,7023.53073780985,6474.659334944986,5685.963077789918,6444.965048037891,6442.6754554609315,6506.334788568485,7216.629537133342,6514.287921691604,6609.509097359099,5566.6940657521245,7057.226017291553,6474.343216573805,6912.276367899906,8116.624314622633,5688.317713201179,5901.403835972709,6654.915791272807,5740.444115464335,6193.870428574818,6014.228282138794,6675.863490093749,7209.012637217968,6448.199337843623,6623.622117893644,6632.481915220862,5891.420756166788,6722.07824020816,6566.915106095706,6391.64618196406,6169.504386664685,6016.426552064277,6858.405382314851,5464.530874582147
Northern Islands 2H,DGB_CNG,11034.080000000002,8764.129993371056,10255.07719550206,10738.258116794534,8643.164075500556,6868.050301031913,9139.086680135975,9533.229702031223,9102.399857941306,9143.385141953237,9537.248694049737,8067.905735261504,7025.997281073491,9081.499473703056,9382.443817255056,8705.575664233114,8018.681017453389,10339.692534829155,9181.012667302786,7114.005667392462,8907.591547404212,7741.8781144502145,8861.353115676073,7823.991786396072,8257.841515491706,8237.461757750694,9817.10057613358,6863.335153318814,7479.232495473475,7938.133958326249,7364.076282607484,9663.560232386288,9600.007064029329,8408.119523855894,8891.094345315487,6854.806845543298,7882.061127000185,7949.010937143485,10171.949899220492,7233.9251273730115,8059.186271066197,9037.016360906424,8758.059116074612,8645.815566303629,8580.691592270012,8662.521297285584,10669.332087197903,10258.040577611424,8104.761609550643,10473.480158298027,9229.61460354044,9344.451800697438,9832.96529210497,13166.300347136825,7772.900777829785,8143.6855476888595,8727.62004045855,10501.55602321614,9677.581768146722,7861.457196280879,9349.04182482232,8770.433713129518,8823.65400168499,8811.080243444265,7497.214642125871,11451.647407079805,7911.195707898462,8297.096240376915,10018.878755713604,10090.004414702576,10978.473173739314,7924.366584271076,8290.51357661056,7739.019480079131,9432.051691836245,9024.705632177567,8290.489905826804,7749.441013448821,10078.95415648655,8695.10171705763,6859.389511219912,8856.20181094746,8266.4570069272,7096.6582482909325,9579.354259197777,10762.48564868698,8262.101552434055,9516.473518926732,9267.48525087467,11326.145319556485,8390.464793357909,9751.21297337279,8937.473067116765,9093.128187707496,7718.253200814005,9569.200393139856,8902.649368021695,7086.3804635406495,10195.513710580057,8908.709201754167,8769.528375760663
San Luis Obispo 4H,DGB_CNG,15317.26,8791.147547704844,10513.431338056656,9905.82562180136,10284.338816988742,7937.893375161144,13258.732118497115,9723.635489833783,10334.255740793962,9435.623866141856,9333.251748236273,10370.33589400762,10344.926077559654,10623.690432890817,8768.43569314866,10034.455062936237,8183.090826450435,9922.267018982244,7264.402435020443,8199.500564813516,9265.507235770849,7883.540030517703,9000.587463140342,7732.981442447059,11200.192382831436,7248.142841508706,11484.72388123111,6856.408531860538,9083.19791783661,7501.079003352899,7563.437970098311,8801.759635312996,8743.887540703097,9596.858938974883,7981.458698127512,6887.074852379789,7957.860309104794,7543.12533128284,10286.863692707126,8531.444613246114,9938.46030538469,8644.156124732637,9926.106495640515,10387.67217433253,10539.169626950492,8713.629489454544,8874.153883271645,9260.236059554294,8197.038707475109,11399.580239392875,9749.569653306926,12471.440048921648,10755.317045316988,12136.821567232002,8235.721398789286,8799.074974355743,10535.402751545724,9372.012801046076,10306.02072459674,7554.295994480825,14010.865194018965,11668.903142407007,11624.57522115071,11873.83443104628,10292.74096140438,14553.66242978209,7644.421395783445,8461.711218969242,8941.336993778394,9552.989028156697,10477.541721416046,8473.742559465936,10717.421322449856,8501.393996060806,8528.480262841404,9679.636171943452,8677.254931324844,7620.835494295508,8894.468892647794,8620.896136120828,7257.735514964404,9227.246350436297,8957.746539715652,9823.655905239244,8814.172256059159,8836.101551940996,8627.153134906159,8243.275511095222,9249.532663176904,11476.926197978111,9339.603186880526,9782.649617346176,9679.779930622944,7329.082139002798,8301.128577891728,12341.206664676773,10431.917621030025,9152.901582487855,9059.948687483558,7796.302726261193,10661.942730347602
Tuolumne 3H,Turbine,11312.820000000003,8452.056982477816,9760.773726787116,14945.02373428796,9814.188596084765,10025.243917265929,10176.981991210814,12666.480740364215,13318.288970944111,10872.722442414904,12630.144214865271,10507.846534888004,11693.96930846006,9584.530890927235,13324.039200645097,11457.471455471446,10219.435299019651,9688.635570543316,10289.02689521782,10234.51438249461,10473.223199164324,9903.184129557309,10482.799698517269,10267.84240836462,10467.940719419585,9759.759831937372,8801.783287882536,10021.511322663471,9831.22687872583,10950.370949780598,8650.845247024245,9870.940799237896,8470.335822155192,9685.723141021412,10067.18393406286,11198.859213742517,9631.466613130951,11254.810693703634,8541.307315389005,9871.520097003004,8720.222366170714,15721.98004049087,10280.655145995985,10151.844871682591,15404.226617510369,12453.508396110008,16508.012536193302,10349.60003296346,11207.512850169162,10057.774488623569,14498.560461501946,11018.507980906536,9703.878361048522,10671.65044364739,10229.075757563192,10253.066161308789,10022.061365098689,9495.730655258883,10265.906818332762,9552.397689542298,10240.155563886356,9502.559022564446,10272.234968902136,12991.601324658315,11559.892025755797,16228.006467958148,12152.41187014362,9585.423925671028,10372.458191679649,10952.487922833368,9609.044934719876,15228.76561693337,9998.48136448913,10179.860516445531,10047.374116545025,11670.27001693914,10928.729679995948,10021.873979257422,9372.007770891536,9882.902647282568,16211.474728078962,13989.047267237482,10126.52667501457,12417.54936532116,13338.357621474604,9982.973867749935,10420.36082452453,13964.16682785455,10324.47373733178,9755.499169728251,13792.285736173137,13736.23249620056,10835.55219000768,13286.763307810528,9987.437968919892,10479.490895738789,12021.73953511061,10045.36955852946,9777.7915219942,12099.857869742213,10687.94014396733
Dewey 1H,DGB_CNG,11744.97,9360.27917329655,11427.630578706932,11175.30210277173,12209.30143902412,8282.296717756552,10422.606516915956,13273.478177930108,10018.662086410548,11493.924598303514,11861.66487654974,11615.633521306543,11891.617588594834,15642.447489294516,11022.922740715105,9007.67247457065,8715.953124040027,12434.912180821106,9130.317092295329,11080.002734715765,11684.379517090769,10156.301616651748,11280.043361477958,9260.901126384377,9957.611848258814,11289.749626224462,11656.067915742797,9021.480621607878,10050.52910874578,9172.217781208728,9278.338693102667,12515.722931764923,10639.335918042232,10021.446521723366,9586.25667505283,8894.071666742471,9504.073084265823,9938.325510154098,11041.969795959116,10546.869890684124,8704.8253681095,9787.51179770609,10890.557850303268,11584.5069882085,13492.078851084036,10296.497451650306,11293.710360780233,13484.779332682136,9412.517255358003,11670.039183196815,12674.446917834124,13307.847667130098,9838.52650333069,10849.412071446366,9952.02690389084,10457.904070849676,9717.402299924812,9932.993751503844,10778.053379652963,10925.498994782078,10006.9804169305,12961.273882451324,15556.664982881824,9629.994934289138,11804.701550185328,11352.615415674352,9485.724090549144,10983.836135201702,10105.202822756422,10674.753634902128,10226.962765992026,13097.334917004857,9958.503189291045,9729.143657459565,12390.336085402134,10821.682535155354,9998.537045799929,11777.27342118101,11206.134801976756,8830.217943421294,7913.879769906579,10543.0845184893,8806.029022415334,8703.784385156461,9830.421911685176,12389.421065243248,8947.474927970858,12283.724515766182,12257.372631840724,10858.85388814891,9953.86623224802,10713.408633264982,10441.376777828787,9529.87790040864,10288.590695824048,14383.86415325499,10383.393857745225,8709.097862677763,13384.044549813165,9579.98324416695,12394.473121939296
Lake 2H,DGB_CNG,11554.88,9239.155368257489,10812.459164843429,9589.163994842113,10746.131105211163,6938.159894251434,9104.95640203704,10140.616337134396,12677.59405284579,9719.363607492674,9632.93856298299,10081.982205303,8499.568257317178,13133.932313581348,9144.868516947692,8613.438670615864,9873.139596325069,9109.87267840213,6176.6043484477905,9341.904613274515,9243.305978019403,7210.231068730636,10713.889911929144,11525.953350809856,8491.415669675722,9657.022226242576,12434.27329007,6290.408887431173,8289.438029202694,9667.394556496696,7359.937465233581,8696.160899640394,11444.747304634144,7488.968675592998,10169.959369740269,7685.424798347607,9823.32116431207,8602.117558633601,10961.704038982374,8989.98054891285,7389.246831157033,9386.866571047192,11486.567602545188,11623.561256270894,13155.444975824526,11331.418159608262,12136.69116486084,9722.530687292305,9019.013024027008,11037.349059580052,10031.8227221342,10743.919048952344,9396.910687541904,13112.546683975675,9349.589933052392,11134.665202703496,11398.971788178656,12460.977252336554,10887.64590710427,8957.612394027139,10143.31297675786,11907.671309831348,13268.57536409123,8125.656626440318,10049.017739858196,10408.870805146573,9457.327017172438,11297.674444106968,10217.290520109753,11044.804783534832,12601.329224712206,10007.287138758704,8390.656669594553,7925.607728060482,10792.954326852763,10484.080152210376,10044.40851942576,10235.746969400505,11094.910328808584,8148.376177035557,8711.230927907665,12784.942708095188,9882.300970279584,8630.441006022449,8306.596274385784,11376.155290255045,13289.99687671293,10228.66895911115,10818.327551487846,12176.897998164202,7554.267204591573,9396.556557810678,8918.187174127686,10372.715120289797,8315.596253282685,13742.763571369243,10080.077121830209,7901.2207333635315,12663.33762653417,9044.646813752075,11350.681945971655
Chenango 8H,Turbine,11005.14,10401.758374507428,9754.40270749179,8960.273915224458,9877.826873082,7518.3037326032945,9378.658763743711,9053.7781718406,8212.051058298073,10353.4073438594,9314.782225566618,9590.264533142188,8562.314117835085,8025.75556710931,9060.584041370208,8839.363953509639,7584.896420351371,8519.793021838093,7507.367212991287,7391.470252630829,8337.062046780427,7110.553480694771,8141.310139716123,8492.320860883305,8364.054205879122,7826.401430974149,8679.840559924325,7120.222549138866,7666.400829719562,8065.414852768622,8338.331434544632,7566.596133921846,9124.832375469712,7870.1641296453645,9540.45473671531,6694.150841100014,7783.024991461339,9259.046410542349,9355.347958508022,8251.237861913994,8363.92480231942,9204.666898358028,9455.468525026186,9031.182011638068,9680.220011200152,8565.443611700346,8501.669441460454,9496.008253101149,8257.333733726755,9025.62761545086,8867.646719061338,9368.11310142539,8741.399185216453,10004.104235974808,8119.766408995629,7727.386952215914,8815.238778931256,9276.40712980266,8803.0767688724,9540.214772613248,9948.168563089186,9037.504458922482,8790.97980496258,7826.344645325848,8570.612141412805,10821.167426392976,7883.890652687025,8238.935278289948,8769.91929559129,8305.88641380598,8420.746921348018,7719.8781209692925,8779.112941254243,7978.313093534648,8694.108240434429,8970.598617536172,9308.144344636328,8348.438788684896,10815.46385938794,7606.151300558649,8777.528049305565,9716.04207051398,8370.955959972414,9259.920983085987,9353.752224199912,10341.582721297656,7938.871019637458,9308.423334619198,8367.33389969029,10377.010801170518,8000.636238939781,8456.977222915124,10951.16937488371,8093.252316972627,7542.420320548224,10943.053198554631,9233.357902016654,8326.318151169586,7744.366777322889,8014.268429172987,8687.78907457751
Clark 3H,DGB_CNG,8556.269999999997,7126.24226905595,8792.264142748756,7335.4451244023,6977.808256454116,6002.275412434594,8023.425730167081,7511.43279575211,7660.607271618873,6979.96320916198,8049.286014624834,8492.79342032174,5921.587705792313,7654.740146347947,7315.757846425833,9329.28197432318,6650.022561936317,9162.0440002563,6705.988422463447,6204.32326473874,6504.541408436429,6481.055665616054,7183.152762239899,6047.530207677002,7422.904724506303,6535.171207028189,7794.65746855727,5935.050757869971,6478.527883801419,7945.785611655328,6445.903808624164,8592.722420974114,6909.150266653574,7093.829834960483,6035.45803736354,5895.235828237157,6512.514628761395,7006.651649106342,7952.558392061395,6626.473236404865,7649.864071846541,6555.985102178833,7996.096430086017,7669.790967857519,7373.041916483973,6021.451083250255,6378.455702546169,7476.520477296685,6412.201522897236,9204.721966358878,6593.122346558971,7638.389843038428,7648.798061998118,10316.572251275702,6657.017984546171,7509.298598940333,8393.161153286446,7229.193484039861,10030.333633456668,6857.06148671665,10779.811935858996,7249.482980309607,6724.110757981555,7967.580517397416,6861.83032541982,9762.47958026164,5787.13994497472,7438.030949871998,7910.428199901481,8889.725481453952,8125.464594854656,6367.646271851009,7474.981085531729,7864.103246240236,7036.139154308267,7049.085719658713,7267.282284290051,5929.83338264773,6993.826916067889,7212.208358384981,5518.775256274289,5874.653293292562,6742.401633171677,6721.62930859827,6369.628666509048,6241.163041403393,6935.877315723892,6409.916877806343,7423.715748684484,8589.512353486145,6442.810848867901,6972.55873834705,8668.041125178539,6086.702294508221,6031.260578192843,9299.533532050613,7897.745628114522,6518.0120176297405,6545.5863736006595,7017.835674025497,8023.32071268075
